college,department,name,role,profile,namelast,namefirst,identifier1,identifier2
The Business School,Management,Taryn Mead,Marie Curie Early Stage Researcher,https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Taryn_Mead,Mead,Taryn,"Mead, T","Mead, Taryn"
The Business School,Management,Professor Alexandra Gerbasi,Acting Pro-Vice Chancellor and Executive Dean,https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Alexandra_Gerbasi,Gerbasi,Alexandra,"Gerbasi, A","Gerbasi, Alexandra"
The Business School,Management,Dr Christine Parkin Hughes,Director of Education in Management,https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Christine_Parkin,Hughes,Christine,"Hughes, C","Hughes, Christine"
The Business School,Management,Jackie Bagnall,"Programme Director, The Exeter MBA",https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Jackie_Bagnall,Bagnall,Jackie,"Bagnall, J","Bagnall, Jackie"
The Business School,Management,Danielle Wynne,Strategic Innovation Analyst (KTP Associate),https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Danielle_Wynne,Wynne,Danielle,"Wynne, D","Wynne, Danielle"
The Business School,"SITE (Science, Innovation, Technology, and Entrepreneurship)",Professor Saeema Ahmed-Kristensen,Professor of Design Engineering and Innovation,https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=saeema_ahmed_kristensen,Ahmed-Kristensen,Saeema,"Ahmed-Kristensen, S","Ahmed-Kristensen, Saeema"
The Business School,"SITE (Science, Innovation, Technology, and Entrepreneurship)",Professor John Bessant,Emeritus Professor of Innovation and Entrepreneurship,https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=John_Bessant,Bessant,John,"Bessant, J","Bessant, John"
The Business School,"SITE (Science, Innovation, Technology, and Entrepreneurship)",Professor Thomas Birtch,Associate Professor,https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=thomas_birtch,Birtch,Thomas,"Birtch, T","Birtch, Thomas"
The Business School,"SITE (Science, Innovation, Technology, and Entrepreneurship)",Professor Alan Brown,Professor in Digital Economy,https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Alan_W_Brown,Brown,Alan,"Brown, A","Brown, Alan"
The Business School,"SITE (Science, Innovation, Technology, and Entrepreneurship)",Professor Fiona Charnley,Associate Professor of Circular Economy and Co-Director Exeter Centre for the Circular Economy,https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Fiona_Charnley,Charnley,Fiona,"Charnley, F","Charnley, Fiona"
The Business School,"SITE (Science, Innovation, Technology, and Entrepreneurship)",Raphael Dennett,"Deputy Director - Centre for Entrepreneurship, Senior Lecturer in Entrepreneurship, With Proficiency in Entrepreneurship (WPIE) pathway lead, Advanced Teaching Practitioner (SITE)",https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Raphael_Dennett,Dennett,Raphael,"Dennett, R","Dennett, Raphael"
The Business School,"SITE (Science, Innovation, Technology, and Entrepreneurship)",Professor Stephen Disney,"Professor of Operations and Head of Science, Innovation, Technology and Entrepreneurship (SITE) and Director of the Centre for Simulation, Analytics and Modelling",https://business-school.exeter.ac.uk/about/people/profile/index.php?web_id=Stephen_Disney,Disney,Stephen,"Disney, S","Disney, Stephen"
